names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
ULBP2,0.100962274,0.9424733,0.9195804100864807,1.0,0.01015625,Cancer,Cancer_vs_Normal,False
UNC93B1,0.099861674,0.22298966,0.9204541427701091,1.0,0.24609375,Cancer,Cancer_vs_Normal,False
SACS,0.09963877,0.5692377,0.92063111301692,1.0,0.02421875,Cancer,Cancer_vs_Normal,False
LIPE,0.0991233,0.43580517,0.9210403717524279,1.0,0.0109375,Cancer,Cancer_vs_Normal,False
CLIC5,0.0991024,0.09077217,0.9210569637645811,1.0,0.021614583333333333,Cancer,Cancer_vs_Normal,False
PGAP1,0.09894219,0.63399017,0.9211841703321341,1.0,0.01875,Cancer,Cancer_vs_Normal,False
EIF4G3,0.09874018,0.20540635,0.9213445640954029,1.0,0.12630208333333334,Cancer,Cancer_vs_Normal,False
SMPD3,0.09837796,0.49638945,0.9216321747126687,1.0,0.015625,Cancer,Cancer_vs_Normal,False
AURKB,0.09676886,0.40295368,0.922909952944614,1.0,0.01484375,Cancer,Cancer_vs_Normal,False
TRGV3,0.096566856,3.7510865,0.9230703807875947,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
PRKAG3,0.09655292,2.6451457,0.9230814448921977,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
NANOS1,0.09655292,2.9040165,0.9230814448921977,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
LINC00544,0.09655292,3.1488328,0.9230814448921977,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
CRMP1,0.096511126,2.176864,0.9231146372952945,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
IL22RA2,0.096511126,2.7696767,0.9231146372952945,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
LINC01132,0.09649719,2.594848,0.9231257014594157,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
NUDT11,0.09648326,1.2049801,0.9231367656384112,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
HEATR9,0.09648326,1.80945,0.9231367656384112,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
RTP5,0.096469335,1.6675009,0.9231478298322786,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
NIPAL4,0.096469335,0.9963378,0.9231478298322786,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
LINC01537,0.09598869,2.0753367,0.9235295536121589,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
SCG5,0.095960826,1.5431814,0.9235516830678507,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
SNURF,0.0959051,1.5228257,0.9235959421567251,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
CHMP4A,0.09587724,0.14200373,0.9236180717898737,1.0,0.4466145833333333,Cancer,Cancer_vs_Normal,False
TENM4,0.09584937,1.4462993,0.9236402014821404,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
SCRG1,0.09579365,0.91566813,0.9236844610439604,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
LINC01270,0.095723994,0.5762272,0.923739785828472,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
GJC1,0.09569613,0.29135448,0.9237619158455845,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
GALNT14,0.09565433,0.06051372,0.9237951109818872,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
AMZ1,0.09541053,1.2014048,0.9239887519201153,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
LGALS8-AS1,0.09534087,1.5842601,0.9240440787303046,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
CYP1B1-AS1,0.09532694,1.420939,0.924055144136444,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
PIK3CD-AS1,0.09520156,1.0369712,0.924154733452739,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
GPR42,0.09504831,0.5539495,0.924276455342452,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
STEAP1B,0.09492292,-0.27420685,0.9243760472983811,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
LAMP5,0.094679125,-0.089456074,0.9245697017156064,1.0,0.021614583333333333,Cancer,Cancer_vs_Normal,False
LINC01480,0.09448408,0.03359912,0.9247246284684677,1.0,0.01328125,Cancer,Cancer_vs_Normal,False
GOLGA8R,0.09442835,0.52324766,0.924768893779657,1.0,0.004166666666666667,Cancer,Cancer_vs_Normal,False
NR1I3,0.094170615,0.5915545,0.9249736238716934,1.0,0.0049479166666666664,Cancer,Cancer_vs_Normal,False
RCBTB2,0.09346707,0.0774946,0.9255325069463547,1.0,0.09010416666666667,Cancer,Cancer_vs_Normal,False
ANKRD11,0.09318844,0.22613591,0.9257538569531364,1.0,0.36640625,Cancer,Cancer_vs_Normal,False
CNNM3,0.09306306,0.25213355,0.925853466332325,1.0,0.01796875,Cancer,Cancer_vs_Normal,False
YJEFN3,0.09286105,0.66863585,0.9260139505540469,1.0,0.006510416666666667,Cancer,Cancer_vs_Normal,False
EAF1-AS1,0.09268691,0.11473594,0.9261523014375647,1.0,0.005729166666666666,Cancer,Cancer_vs_Normal,False
NOTCH3,0.09263814,0.6238576,0.9261910400853061,1.0,0.006510416666666667,Cancer,Cancer_vs_Normal,False
CDCA2,0.09232468,0.61511165,0.9264400784236578,1.0,0.007291666666666667,Cancer,Cancer_vs_Normal,False
BAALC,0.09204605,-0.57974166,0.9266614518868683,1.0,0.005729166666666666,Cancer,Cancer_vs_Normal,False
ZNF532,0.09158631,-0.053336907,0.9270267305058132,1.0,0.025520833333333333,Cancer,Cancer_vs_Normal,False
JMJD4,0.09130071,0.017340971,0.9272536537615154,1.0,0.05651041666666667,Cancer,Cancer_vs_Normal,False
PPP1R3B,0.090743445,0.18883076,0.9276964478659785,1.0,0.04192708333333333,Cancer,Cancer_vs_Normal,False
C8orf58,0.08915524,-0.15336445,0.928958533449243,1.0,0.024739583333333332,Cancer,Cancer_vs_Normal,False
ASMT,0.08804768,20.705675,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
FABP7,0.08804768,21.273655,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
SV2C,0.08804768,19.875687,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
DAO,0.08804768,19.205633,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
WNT6,0.08804768,19.826878,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
IL22,0.08804768,21.29893,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
ATP6V1C2,0.08804768,19.692533,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
ABCG4,0.08804768,19.317749,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
VPS9D1-AS1,0.08804768,19.38147,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
ITIH1,0.08804768,19.436935,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
TRAV12-3,0.08804768,20.837305,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
HAP1,0.08804768,19.761509,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
C2orf80,0.08804768,19.218601,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
TMEM240,0.08804768,20.706972,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
TRAV14DV4,0.08804768,21.120998,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
IL17A,0.08804768,21.138407,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
STARD6,0.08804768,20.16849,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
ATRIP,0.08804768,20.342144,0.9298387780426316,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
GBP4,0.08785961,0.26771078,0.9299882620954172,1.0,0.13333333333333333,Cancer,Cancer_vs_Normal,False
CLCN1,0.08749042,2.3753905,0.930281700933101,1.0,0.0020833333333333333,Cancer,Cancer_vs_Normal,False
REG4,0.08746255,2.410141,0.9303038476456368,1.0,0.0020833333333333333,Cancer,Cancer_vs_Normal,False
ZGPAT,0.08740683,1.8722799,0.9303481412326051,1.0,0.0020833333333333333,Cancer,Cancer_vs_Normal,False
GNB3,0.0873929,1.5556345,0.9303592146630633,1.0,0.0020833333333333333,Cancer,Cancer_vs_Normal,False
HCN2,0.087378964,1.2469071,0.9303702881070035,1.0,0.0020833333333333333,Cancer,Cancer_vs_Normal,False
TRGV2,0.087378964,1.3871154,0.9303702881070035,1.0,0.0020833333333333333,Cancer,Cancer_vs_Normal,False
DIRAS1,0.087378964,1.4174986,0.9303702881070035,1.0,0.0020833333333333333,Cancer,Cancer_vs_Normal,False
GHRLOS,0.086961016,2.0980287,0.9307024976838374,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
KLHL11,0.08683563,1.4058453,0.9308021629140226,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
LATS2-AS1,0.08675204,1.0685977,0.9308686070037665,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
ELFN1-AS1,0.08675204,1.0168484,0.9308686070037665,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
STAC2,0.086724184,1.1770475,0.9308907551407761,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
ELAVL4,0.08668239,0.34856895,0.9309239774466337,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
TCL1A,0.08668239,0.7710257,0.9309239774466337,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
INSL3,0.08664059,0.76743805,0.9309571998728516,1.0,0.002864583333333333,Cancer,Cancer_vs_Normal,False
FAM209A,0.086557,2.4101813,0.9310236450861381,1.0,0.0036458333333333334,Cancer,Cancer_vs_Normal,False
MTFP1,0.086292304,0.16989146,0.9312340580976333,1.0,0.046614583333333334,Cancer,Cancer_vs_Normal,False
E2F2,0.08594401,1.2644941,0.9315109246434408,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
OXCT2,0.08587436,0.44820368,0.9315662989481918,1.0,0.0036458333333333334,Cancer,Cancer_vs_Normal,False
MTCP1,0.08583256,0.2987051,0.931599523690055,1.0,0.0036458333333333334,Cancer,Cancer_vs_Normal,False
ATP1A3,0.08563752,0.80357826,0.9317545740604309,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
ABCF1,0.08558875,0.2858558,0.9317933370579128,1.0,0.27708333333333335,Cancer,Cancer_vs_Normal,False
TMEM51-AS1,0.08554,0.6777726,0.9318321002171669,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
NEURL1B,0.08554,0.56912386,0.9318321002171669,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
ABCB1,0.08553303,0.15167049,0.9318376378245466,1.0,0.015104166666666667,Cancer,Cancer_vs_Normal,False
NRARP,0.0854982,0.6957699,0.93186532591093,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
ESM1,0.08541461,0.4707362,0.931931777654583,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
IGLL5,0.085149914,0.06515396,0.9321422113040195,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
LURAP1,0.084913075,0.18465738,0.9323304980638586,1.0,0.004427083333333333,Cancer,Cancer_vs_Normal,False
CYP17A1,0.08482949,0.72123957,0.9323969531189952,1.0,0.005208333333333333,Cancer,Cancer_vs_Normal,False
ZSWIM3,0.08477376,0.8446243,0.9324412567509064,1.0,0.005989583333333334,Cancer,Cancer_vs_Normal,False
CLEC9A,0.08460658,0.68876576,0.9325741689018747,1.0,0.005989583333333334,Cancer,Cancer_vs_Normal,False
ENHO,0.083965726,0.28903085,0.9330836828642727,1.0,0.005989583333333334,Cancer,Cancer_vs_Normal,False
FRRS1,0.08314376,0.5113763,0.9337372300094264,1.0,0.0067708333333333336,Cancer,Cancer_vs_Normal,False
CDC6,0.08286513,0.626408,0.9339587815732089,1.0,0.008333333333333333,Cancer,Cancer_vs_Normal,False
SMARCC1,0.082572564,0.3336996,0.9341914162203601,1.0,0.15729166666666666,Cancer,Cancer_vs_Normal,False
PKHD1L1,0.080914706,0.14990938,0.935509784795109,1.0,0.009895833333333333,Cancer,Cancer_vs_Normal,False
AFAP1L1,0.080482826,-0.3417999,0.9358532545321289,1.0,0.008333333333333333,Cancer,Cancer_vs_Normal,False
EPN1,0.079932526,0.14670481,0.9362909187446257,1.0,0.234375,Cancer,Cancer_vs_Normal,False
HIVEP2,0.07951458,0.1727772,0.9366233348143906,1.0,0.04296875,Cancer,Cancer_vs_Normal,False
ATP6V1B1,0.07895035,2.7525554,0.937072114021753,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
ADAD2,0.07895035,2.5275583,0.937072114021753,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
TMEM244,0.07895035,2.7111557,0.937072114021753,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
LYG1,0.07893642,2.808514,0.9370831952433267,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
MIXL1,0.07892249,2.60822,0.9370942764770865,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
DLL3,0.07892249,1.8391762,0.9370942764770865,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
ANKRD23,0.07892249,2.6828985,0.9370942764770865,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
NXPH4,0.078908555,2.0704012,0.9371053577230304,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
ZNF775,0.078908555,0.17550416,0.9371053577230304,1.0,0.012239583333333333,Cancer,Cancer_vs_Normal,False
ARHGAP31-AS1,0.07888069,1.7471694,0.9371275202514615,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
SCARNA9,0.07888069,1.3031754,0.9371275202514615,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
PPY,0.07888069,1.3337998,0.9371275202514615,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
CR2,0.07888069,1.5069513,0.9371275202514615,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
ARMC12,0.078866765,0.9836665,0.9371386015339446,1.0,0.0015625,Cancer,Cancer_vs_Normal,False
LINC01393,0.078413986,1.8450415,0.9374987498304372,1.0,0.00234375,Cancer,Cancer_vs_Normal,False
MADCAM1,0.0782468,1.348139,0.9376317308991861,1.0,0.00234375,Cancer,Cancer_vs_Normal,False
BEST4,0.07823288,0.93562573,0.9376428127334883,1.0,0.00234375,Cancer,Cancer_vs_Normal,False
XXYLT1-AS2,0.07820501,0.8426914,0.937664976438325,1.0,0.00234375,Cancer,Cancer_vs_Normal,False
GSTM2,0.07817715,0.7282923,0.9376871401914575,1.0,0.00234375,Cancer,Cancer_vs_Normal,False
PLA2G2C,0.07812142,0.18739599,0.9377314678425411,1.0,0.00234375,Cancer,Cancer_vs_Normal,False
NRAS,0.077801,0.20608266,0.937986355577037,1.0,0.15703125,Cancer,Cancer_vs_Normal,False
HCRT,0.07764078,0.8627398,0.9381138018287759,1.0,0.003125,Cancer,Cancer_vs_Normal,False
ATP2A1,0.077612914,1.193809,0.9381359665562161,1.0,0.003125,Cancer,Cancer_vs_Normal,False
WASF1,0.07755719,0.72281766,0.9381802961548762,1.0,0.003125,Cancer,Cancer_vs_Normal,False
TRAV17,0.07755719,0.5857561,0.9381802961548762,1.0,0.003125,Cancer,Cancer_vs_Normal,False
ADAP1,0.07741091,-0.14600459,0.9382966622625656,1.0,0.04375,Cancer,Cancer_vs_Normal,False
MIR9-3HG,0.077020824,0.58517927,0.9386069783185073,1.0,0.00390625,Cancer,Cancer_vs_Normal,False
E2F8,0.077020824,0.7371748,0.9386069783185073,1.0,0.00390625,Cancer,Cancer_vs_Normal,False
IL20RB,0.07689544,0.17172876,0.9387067247473639,1.0,0.00390625,Cancer,Cancer_vs_Normal,False
SCAMP5,0.07633121,-0.050310932,0.9391555955558536,1.0,0.013020833333333334,Cancer,Cancer_vs_Normal,False
WDR75,0.07612224,0.43160358,0.9393218489170702,1.0,0.051041666666666666,Cancer,Cancer_vs_Normal,False
DLEU1,0.07589933,0.34039423,0.9394991887505789,1.0,0.03802083333333333,Cancer,Cancer_vs_Normal,False
ATXN7L2,0.07580878,0.7868528,0.9395712339154645,1.0,0.00546875,Cancer,Cancer_vs_Normal,False
IL2,0.07557194,0.24145174,0.9397596620681229,1.0,0.00546875,Cancer,Cancer_vs_Normal,False
NCR3LG1,0.07492412,0.07918196,0.9402750856835855,1.0,0.017708333333333333,Cancer,Cancer_vs_Normal,False
ATG4C,0.07479177,0.13763765,0.9403803903671601,1.0,0.11015625,Cancer,Cancer_vs_Normal,False
TXNDC5,0.074534036,-0.0017897453,0.9405854603723224,1.0,0.00625,Cancer,Cancer_vs_Normal,False
ARHGAP33,0.07401857,0.33457002,0.9409956121873935,1.0,0.0078125,Cancer,Cancer_vs_Normal,False
BEND7,0.07364938,0.2740357,0.9412893791927048,1.0,0.023958333333333335,Cancer,Cancer_vs_Normal,False
WDR76,0.0734404,0.55892354,0.9414556659461302,1.0,0.02421875,Cancer,Cancer_vs_Normal,False
COPZ2,0.07268114,-0.3016119,0.9420598625779976,1.0,0.014583333333333334,Cancer,Cancer_vs_Normal,False
FAM83D,0.072646305,0.40439105,0.9420875788223061,1.0,0.01015625,Cancer,Cancer_vs_Normal,False
PXDC1,0.07137156,-0.0070973476,0.9431020413443401,1.0,0.07708333333333334,Cancer,Cancer_vs_Normal,False
PTDSS2,0.071190454,0.12864153,0.9432461801580998,1.0,0.03828125,Cancer,Cancer_vs_Normal,False
SNX22,0.07096755,-0.18240958,0.943423584325776,1.0,0.009375,Cancer,Cancer_vs_Normal,False
GRM1,0.07043815,18.933317,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
RIMS1,0.07043815,19.52807,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
PP12613,0.07043815,20.499964,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
MATN1,0.07043815,19.760841,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
TULP2,0.07043815,19.72673,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
PLD5,0.07043815,19.808126,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
FOXB1,0.07043815,20.616543,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
DIRC3,0.07043815,19.732353,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
SLC22A14,0.07043815,19.740406,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
C6orf163,0.07043815,19.943209,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
LY86-AS1,0.07043815,20.106888,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
OR2C3,0.07043815,19.132998,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
IGHV2-5,0.07043815,20.34854,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
LINC01262,0.07043815,19.892454,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
IGHV6-1,0.07043815,19.747568,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
BRDT,0.07043815,20.56653,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
SPATA8,0.07043815,19.454151,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
NDST3,0.07043815,18.422813,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
IGKV6D-21,0.07043815,20.510893,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
SMCO2,0.07043815,18.898575,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
ZNF252P-AS1,0.07043815,19.622057,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
RPS10-NUDT3,0.07043815,19.959675,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
LIME1,0.07043815,20.441545,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
FRMPD3,0.07043815,19.943007,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
LINC00924,0.07043815,19.520634,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
TRIM34,0.07043815,19.524765,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
MPPED2,0.07043815,19.731657,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
CDX1,0.07043815,20.260883,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
IGDCC3,0.07043815,20.40786,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
OR8G1,0.07043815,18.956224,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
ZBTB20-AS4,0.07043815,19.586557,0.9438449304553774,1.0,0.0010416666666666667,Cancer,Cancer_vs_Normal,False
KEL,0.06982516,1.7264725,0.9443328245429855,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
MYLK4,0.06982516,1.7297277,0.9443328245429855,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
RDH12,0.06982516,1.6073378,0.9443328245429855,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
LBP,0.06979729,1.3176962,0.9443550020445424,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
LINC00384,0.06978336,1.1749808,0.9443660908114957,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
VSIG8,0.06978336,2.2524307,0.9443660908114957,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
COL17A1,0.06974157,1.0440574,0.9443993571770298,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
LINC01012,0.069713704,1.070935,0.9444215348079262,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
IGHV3-48,0.069713704,0.6265207,0.9444215348079262,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
PRND,0.06969977,0.23945405,0.9444326236395301,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
AVPR2,0.06967191,0.20979972,0.9444548013350383,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
SLC16A12-AS1,0.06967191,0.4358913,0.9444548013350383,1.0,0.0018229166666666667,Cancer,Cancer_vs_Normal,False
ELOVL4,0.06935148,1.893951,0.9447098479235216,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
ADAMTS17,0.06915644,1.0982276,0.9448650964496329,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
KIF18B,0.06901712,0.37942043,0.9449759895364266,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
LINC01138,0.069003195,0.37531278,0.9449870789037857,1.0,0.01875,Cancer,Cancer_vs_Normal,False
LINC00484,0.069003195,0.34340635,0.9449870789037857,1.0,0.0026041666666666665,Cancer,Cancer_vs_Normal,False
ZFAT,0.06877332,0.44985846,0.9451700550027219,1.0,0.01796875,Cancer,Cancer_vs_Normal,False
LINC01554,0.068710625,1.0595587,0.9452199580776017,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
PLXNA4,0.06854345,0.70344335,0.9453530339943526,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
TDRKH,0.068431996,0.17512655,0.9454417521195985,1.0,0.020833333333333332,Cancer,Cancer_vs_Normal,False
HCN3,0.06830661,0.47229537,0.9455415608192537,1.0,0.0033854166666666668,Cancer,Cancer_vs_Normal,False
ANKRD55,0.06827875,1.001739,0.9455637406464302,1.0,0.004166666666666667,Cancer,Cancer_vs_Normal,False
KLHL25,0.06777721,0.55500376,0.9459629847345777,1.0,0.004166666666666667,Cancer,Cancer_vs_Normal,False
POLN,0.06765183,0.45468423,0.9460627978810912,1.0,0.004166666666666667,Cancer,Cancer_vs_Normal,False
MDS2,0.0675961,0.20553142,0.946107159551404,1.0,0.004166666666666667,Cancer,Cancer_vs_Normal,False
PLXDC1,0.067254774,0.21600537,0.9463788784232561,1.0,0.01875,Cancer,Cancer_vs_Normal,False
IRF2BP2,0.06684379,0.1383263,0.9467060584001682,1.0,0.396875,Cancer,Cancer_vs_Normal,False
TAF5,0.06662785,0.33068168,0.9468779701291442,1.0,0.02265625,Cancer,Cancer_vs_Normal,False
PRKD2,0.065736234,0.39005667,0.9475878253063974,1.0,0.09375,Cancer,Cancer_vs_Normal,False
SEC24D,0.06499786,0.09970199,0.9481757056443036,1.0,0.12994791666666666,Cancer,Cancer_vs_Normal,False
LILRA1,0.064614736,0.03500054,0.9484807490331533,1.0,0.007291666666666667,Cancer,Cancer_vs_Normal,False
FBXL22,0.063611664,0.44252902,0.9492794437414827,1.0,0.010416666666666666,Cancer,Cancer_vs_Normal,False
GRK5,0.063333035,-0.033061437,0.9495013124614441,1.0,0.035416666666666666,Cancer,Cancer_vs_Normal,False
SPAST,0.063312136,0.19978505,0.9495179527734885,1.0,0.06614583333333333,Cancer,Cancer_vs_Normal,False
ZNF436,0.063096195,0.48781955,0.949689903952462,1.0,0.010416666666666666,Cancer,Cancer_vs_Normal,False
CENPL,0.06285936,0.3196986,0.9498784982617219,1.0,0.03125,Cancer,Cancer_vs_Normal,False
CEP128,0.062343888,0.48669687,0.9502889779201787,1.0,0.022916666666666665,Cancer,Cancer_vs_Normal,False
FAM234B,0.062148847,0.06020051,0.9504442979935847,1.0,0.011197916666666667,Cancer,Cancer_vs_Normal,False
MBD5,0.061800558,0.38122985,0.9507216599465449,1.0,0.05130208333333333,Cancer,Cancer_vs_Normal,False
IL18R1,0.06143137,-0.04458843,0.9510156701341541,1.0,0.01796875,Cancer,Cancer_vs_Normal,False
SMPD5,0.06133385,3.532177,0.9510933343175477,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
TKTL2,0.06133385,3.094983,0.9510933343175477,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
RUNDC3A-AS1,0.061319917,2.876086,0.9511044292388283,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
MIR3180-4,0.061305985,2.36231,0.9511155241695871,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
TSIX,0.061305985,2.3144572,0.9511155241695871,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
MMP8,0.061292052,1.8180203,0.951126619109822,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
PIWIL1,0.061292052,1.8956313,0.951126619109822,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
ASTL,0.061278123,1.711431,0.9511377140595307,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
LRRN2,0.061278123,1.1192573,0.9511377140595307,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
ZNF843,0.061278123,1.1087373,0.9511377140595307,1.0,0.0013020833333333333,Cancer,Cancer_vs_Normal,False
