names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,group,comparison,significant
RPS2,33.60275,0.7157066,1.5293198104686785e-247,9.667850068512828e-244,0.9950520833333333,Cancer,Cancer_vs_Normal,True
CCL18,31.947788,2.866547,5.798531626451787e-224,2.7492288073914534e-220,0.7166666666666667,Cancer,Cancer_vs_Normal,True
RGS1,29.711266,2.072343,5.492643505090522e-194,1.7361330679006957e-190,0.7953125,Cancer,Cancer_vs_Normal,True
HLA-A,28.01726,0.922218,1.0013200764725253e-172,2.1100039167001602e-169,0.9802083333333333,Cancer,Cancer_vs_Normal,True
CXCR4,26.07716,1.8745626,6.621396341681812e-150,9.659598586153505e-147,0.7934895833333333,Cancer,Cancer_vs_Normal,True
TNFAIP3,23.291962,1.5710971,5.34796355072716e-120,3.900928028443868e-117,0.69765625,Cancer,Cancer_vs_Normal,True
B2M,22.73993,0.5960291,1.805164783143077e-114,1.2226767897253018e-111,1.0,Cancer,Cancer_vs_Normal,True
CORO1A,22.543056,1.4827017,1.570937238275909e-112,9.930941574634205e-110,0.6973958333333333,Cancer,Cancer_vs_Normal,True
ARL4C,22.290531,1.6493456,4.5653879314947666e-110,2.623714609721159e-107,0.575,Cancer,Cancer_vs_Normal,True
HLA-B,21.684702,0.59900063,2.8610218064529034e-104,1.5502651016965518e-101,0.97578125,Cancer,Cancer_vs_Normal,True
TRAC,21.56211,2.149259,4.075835575759228e-103,2.0341637287966776e-100,0.49557291666666664,Cancer,Cancer_vs_Normal,True
GPR183,20.584085,1.6874907,3.8116320984885526e-94,1.60639117217412e-91,0.5018229166666667,Cancer,Cancer_vs_Normal,True
HLA-E,20.543795,0.6343269,8.745438953110357e-94,3.605592385776911e-91,0.9307291666666667,Cancer,Cancer_vs_Normal,True
APOE,20.253677,1.8110294,3.2969008951358626e-91,1.2505145095250326e-88,0.8002604166666667,Cancer,Cancer_vs_Normal,True
IL32,20.190838,1.696136,1.178480295513165e-90,4.38232917733474e-88,0.6135416666666667,Cancer,Cancer_vs_Normal,True
CD3D,20.139618,2.1517253,3.3188107200449293e-90,1.187570666144379e-87,0.4861979166666667,Cancer,Cancer_vs_Normal,True
CD48,19.888418,1.2373289,5.126684523694976e-88,1.7057468770504424e-85,0.6546875,Cancer,Cancer_vs_Normal,True
CD2,18.996044,1.8623297,1.8389497300685797e-80,5.365489481653941e-78,0.4674479166666667,Cancer,Cancer_vs_Normal,True
PLTP,18.218863,3.5784492,3.6567639184117256e-74,9.006562040607581e-72,0.3255208333333333,Cancer,Cancer_vs_Normal,True
CCL4,17.30539,1.3291869,4.283788519331862e-67,9.446749915014972e-65,0.5903645833333333,Cancer,Cancer_vs_Normal,True
SRGN,17.275003,0.82043016,7.25682852221761e-67,1.5639290104983744e-64,0.93046875,Cancer,Cancer_vs_Normal,True
BTG1,17.13401,0.8302181,8.275034161466832e-66,1.7245716799144887e-63,0.9341145833333333,Cancer,Cancer_vs_Normal,True
PLA2G7,16.981096,4.178752,1.1334903713589597e-64,2.286877116257731e-62,0.27317708333333335,Cancer,Cancer_vs_Normal,True
DUSP2,16.945606,1.27902,2.0738804413147544e-64,4.0969940176598245e-62,0.5434895833333333,Cancer,Cancer_vs_Normal,True
ZNF331,16.759647,1.2933135,4.8147826214197434e-63,9.040826971804498e-61,0.5604166666666667,Cancer,Cancer_vs_Normal,True
PNRC1,16.478298,0.76207453,5.254338246422848e-61,9.400804230510314e-59,0.8213541666666667,Cancer,Cancer_vs_Normal,True
MARCKS,16.421694,2.1875052,1.3377936574632157e-60,2.3711454872700827e-58,0.3494791666666667,Cancer,Cancer_vs_Normal,True
CD3E,16.203135,1.6290367,4.7920539314508245e-59,8.114402036604007e-57,0.41484375,Cancer,Cancer_vs_Normal,True
GAPDH,16.196852,0.51140827,5.307553761137682e-59,8.907766113272225e-57,0.9591145833333333,Cancer,Cancer_vs_Normal,True
ABCA1,16.101225,2.550425,2.5010195358509903e-58,4.0889513359839685e-56,0.3184895833333333,Cancer,Cancer_vs_Normal,True
LIMD2,15.894871,1.2205734,6.877032558157999e-57,1.0690403480775938e-54,0.4583333333333333,Cancer,Cancer_vs_Normal,True
IGKC,15.813078,1.3562276,2.5280684960752713e-56,3.775182600635238e-54,0.4705729166666667,Cancer,Cancer_vs_Normal,True
CREM,15.605999,1.1909478,6.626434595173326e-55,9.173016941420594e-53,0.6005208333333333,Cancer,Cancer_vs_Normal,True
DUSP4,15.4916,2.793023,3.9533025012838e-54,5.206554301169949e-52,0.28567708333333336,Cancer,Cancer_vs_Normal,True
BASP1,15.490304,2.3707213,4.033784159804464e-54,5.275911489013218e-52,0.296875,Cancer,Cancer_vs_Normal,True
GZMA,15.483791,1.7622777,4.463751278521212e-54,5.7982906162434786e-52,0.40130208333333334,Cancer,Cancer_vs_Normal,True
TRBC2,15.416425,1.6182362,1.2694000463587864e-53,1.6266332350807016e-51,0.40703125,Cancer,Cancer_vs_Normal,True
CCL5,15.383094,1.546424,2.1254542568749733e-53,2.669486091498932e-51,0.47369791666666666,Cancer,Cancer_vs_Normal,True
HLA-C,15.382578,0.49470994,2.1424459738930884e-53,2.673124203610685e-51,0.9747395833333333,Cancer,Cancer_vs_Normal,False
TMEM176B,15.376922,2.1907337,2.338019602557453e-53,2.8980746250001366e-51,0.315625,Cancer,Cancer_vs_Normal,True
ZFP36L2,15.307584,0.9540889,6.804473500854394e-53,8.272233329724589e-51,0.7958333333333333,Cancer,Cancer_vs_Normal,True
SUB1,15.181643,0.57672215,4.67915866532547e-52,5.616471144803642e-50,0.8369791666666667,Cancer,Cancer_vs_Normal,True
CD84,14.915946,1.7930579,2.595716121201905e-50,2.947769834646355e-48,0.37421875,Cancer,Cancer_vs_Normal,True
RPL13A,14.785414,0.30599216,1.8193499739848256e-49,2.0296454268601304e-47,0.9973958333333334,Cancer,Cancer_vs_Normal,False
TMEM176A,14.445825,2.3592665,2.663509222177069e-47,2.853867367151871e-45,0.27682291666666664,Cancer,Cancer_vs_Normal,True
VAMP5,14.424802,1.2006488,3.613069084352717e-47,3.8495424261095096e-45,0.46822916666666664,Cancer,Cancer_vs_Normal,True
CD3G,14.369347,1.9610109,8.058752272851172e-47,8.397485541462774e-45,0.3216145833333333,Cancer,Cancer_vs_Normal,True
RPS15A,14.221268,0.31377584,6.7616511680590075e-46,6.749195494854689e-44,0.99296875,Cancer,Cancer_vs_Normal,False
EMB,14.183451,1.5772401,1.1599931608584393e-45,1.1517942563183403e-43,0.33255208333333336,Cancer,Cancer_vs_Normal,True
BIRC3,14.159272,1.3009404,1.6367995886669373e-45,1.6167658437014826e-43,0.4283854166666667,Cancer,Cancer_vs_Normal,True
RPLP1,14.039934,0.24266015,8.879478916872556e-45,8.680377198891135e-43,0.9981770833333333,Cancer,Cancer_vs_Normal,False
NINJ1,13.977528,1.6045741,2.137860056837858e-44,2.0685977539760192e-42,0.34713541666666664,Cancer,Cancer_vs_Normal,True
LCK,13.892524,1.5002633,7.031301921878244e-44,6.734779845879845e-42,0.3619791666666667,Cancer,Cancer_vs_Normal,True
LGMN,13.638782,2.0812004,2.3546337061955355e-42,2.1997846422659277e-40,0.37994791666666666,Cancer,Cancer_vs_Normal,True
ACAP1,13.567291,1.3015374,6.25928588914422e-42,5.762493052797094e-40,0.40286458333333336,Cancer,Cancer_vs_Normal,True
CD7,13.445995,1.6232035,3.250015669701317e-41,2.907384300749315e-39,0.3455729166666667,Cancer,Cancer_vs_Normal,True
FOLR2,13.41931,2.3407788,4.660340023396447e-41,4.130063016061384e-39,0.27786458333333336,Cancer,Cancer_vs_Normal,True
RPS12,12.812665,0.24685562,1.3926731989072541e-37,1.105106578128706e-35,0.9966145833333333,Cancer,Cancer_vs_Normal,False
PTMA,12.749124,0.26241013,3.1527065197792696e-37,2.4605382365273187e-35,0.9927083333333333,Cancer,Cancer_vs_Normal,False
ENPP2,12.652752,2.8273082,1.0802419700224106e-36,8.194715584590007e-35,0.21484375,Cancer,Cancer_vs_Normal,True
SMPDL3A,12.536806,2.5562868,4.695426098573337e-36,3.4784670296657552e-34,0.23854166666666668,Cancer,Cancer_vs_Normal,True
FNBP1,12.409951,0.96699995,2.3079204371486753e-35,1.6579436019138117e-33,0.5143229166666666,Cancer,Cancer_vs_Normal,True
PDE4B,12.404853,1.3471144,2.4596463000460665e-35,1.760271399259383e-33,0.3528645833333333,Cancer,Cancer_vs_Normal,True
MS4A6A,12.252699,1.7327904,1.624968168818994e-34,1.1371779085480524e-32,0.3846354166666667,Cancer,Cancer_vs_Normal,True
ZFP36L1,12.177475,0.8907456,4.097717082053552e-34,2.815695813809624e-32,0.5643229166666667,Cancer,Cancer_vs_Normal,True
PTPRC,12.159433,0.6125824,5.111175488044949e-34,3.486814501106923e-32,0.7638020833333333,Cancer,Cancer_vs_Normal,True
IDH2,12.035951,1.1327717,2.2996852088439378e-33,1.5302992977447466e-31,0.42630208333333336,Cancer,Cancer_vs_Normal,True
RPL13,12.021741,0.23797947,2.731553339240117e-33,1.8113254922618468e-31,0.9981770833333333,Cancer,Cancer_vs_Normal,False
CYTIP,12.007161,1.074312,3.258383879206364e-33,2.1456684121232186e-31,0.515625,Cancer,Cancer_vs_Normal,True
NPL,11.968174,2.0707405,5.216412467112785e-33,3.3535343199591175e-31,0.3177083333333333,Cancer,Cancer_vs_Normal,True
CLEC2B,11.77146,0.8283325,5.476855418441764e-32,3.416729046406186e-30,0.6158854166666666,Cancer,Cancer_vs_Normal,True
RPL10,11.743206,0.20608254,7.652892939940726e-32,4.7430429609796034e-30,0.9979166666666667,Cancer,Cancer_vs_Normal,False
CMKLR1,11.723047,3.6244118,9.711454736335052e-32,5.960444630245769e-30,0.1875,Cancer,Cancer_vs_Normal,True
STK17A,11.715378,1.2600812,1.0631592347151207e-31,6.483220220698477e-30,0.41744791666666664,Cancer,Cancer_vs_Normal,True
SLC40A1,11.634651,1.9781374,2.7471006666988603e-31,1.653929020442663e-29,0.2877604166666667,Cancer,Cancer_vs_Normal,True
SDS,11.618017,4.1568236,3.33793580256455e-31,1.996970110272451e-29,0.18333333333333332,Cancer,Cancer_vs_Normal,True
RPS27A,11.563293,0.23680092,6.323577545413784e-31,3.736032652609732e-29,0.99609375,Cancer,Cancer_vs_Normal,False
PFKFB3,11.489157,1.6208612,1.4956460939576278e-30,8.727670206740434e-29,0.27708333333333335,Cancer,Cancer_vs_Normal,True
RNASE6,11.460751,1.4125378,2.0770759091487252e-30,1.1864983318375174e-28,0.2916666666666667,Cancer,Cancer_vs_Normal,True
RPS7,11.327334,0.22513282,9.60845411772224e-30,5.407250217881373e-28,0.9872395833333333,Cancer,Cancer_vs_Normal,False
WIPF1,11.24201,0.853261,2.535419272236933e-29,1.418413761002166e-27,0.5252604166666667,Cancer,Cancer_vs_Normal,True
PSMB9,11.233275,0.6806775,2.799068054343009e-29,1.5613036956063283e-27,0.64921875,Cancer,Cancer_vs_Normal,True
SPP1,11.189537,4.2533216,4.588234115334906e-29,2.536905539280656e-27,0.1765625,Cancer,Cancer_vs_Normal,True
COTL1,11.154965,0.6184525,6.771892874010167e-29,3.71181931663592e-27,0.753125,Cancer,Cancer_vs_Normal,True
TMEM37,11.129896,2.4968183,8.974035104064217e-29,4.904685180074291e-27,0.20442708333333334,Cancer,Cancer_vs_Normal,True
HIF1A,11.073856,1.0937707,1.680122517649675e-28,8.975640435838333e-27,0.4388020833333333,Cancer,Cancer_vs_Normal,True
STAB1,11.051293,2.1876621,2.1607824786018193e-28,1.14148300018617e-26,0.2015625,Cancer,Cancer_vs_Normal,True
ANXA6,10.959638,0.8729466,5.973799210473369e-28,3.07027376765928e-26,0.3770833333333333,Cancer,Cancer_vs_Normal,True
RHOH,10.930201,1.2595053,8.26657437331127e-28,4.225756953904265e-26,0.33151041666666664,Cancer,Cancer_vs_Normal,True
RASSF4,10.922921,1.8010037,8.956799274885467e-28,4.566282210973196e-26,0.3072916666666667,Cancer,Cancer_vs_Normal,True
LEPROTL1,10.902887,0.8063272,1.1165673827643936e-27,5.661951982386826e-26,0.6002604166666666,Cancer,Cancer_vs_Normal,True
EEF1D,10.807059,0.24423623,3.1872515917851377e-27,1.5823619486441135e-25,0.9559895833333333,Cancer,Cancer_vs_Normal,False
PLXNC1,10.700573,2.6804903,1.0115100183645497e-26,4.90621163638969e-25,0.18333333333333332,Cancer,Cancer_vs_Normal,True
CD8A,10.613145,1.7876216,2.5888523467225524e-26,1.2367149812491991e-24,0.24088541666666666,Cancer,Cancer_vs_Normal,True
RGS2,10.588723,0.7483202,3.361462271781239e-26,1.5937532996082799e-24,0.50625,Cancer,Cancer_vs_Normal,True
RPL28,10.576247,0.21247947,3.84033339396441e-26,1.8072437423457824e-24,0.9963541666666667,Cancer,Cancer_vs_Normal,False
CD96,10.515917,2.0347817,7.296790731332192e-26,3.366998448168249e-24,0.21692708333333333,Cancer,Cancer_vs_Normal,True
BATF,10.513917,1.634733,7.453194359146442e-26,3.4270690127467524e-24,0.22734375,Cancer,Cancer_vs_Normal,True
TRBC1,10.485385,1.3316234,1.0083374782607776e-25,4.563990519144546e-24,0.31276041666666665,Cancer,Cancer_vs_Normal,True
PIK3IP1,10.472638,1.0818485,1.1538202920177667e-25,5.197672645633479e-24,0.33151041666666664,Cancer,Cancer_vs_Normal,True
ELF1,10.371062,0.73690933,3.3576970101996457e-25,1.4740445323712102e-23,0.60390625,Cancer,Cancer_vs_Normal,True
ARF6,10.325618,0.7715118,5.397022051407486e-25,2.3323844825438672e-23,0.5432291666666667,Cancer,Cancer_vs_Normal,True
MAF,10.300262,1.1794993,7.026941386856729e-25,3.028771440948588e-23,0.3203125,Cancer,Cancer_vs_Normal,True
AP1S2,10.276704,0.96666896,8.97442993812739e-25,3.85941187702009e-23,0.4510416666666667,Cancer,Cancer_vs_Normal,True
A2M,10.25426,1.1871816,1.1323979183226657e-24,4.8588069052012123e-23,0.2796875,Cancer,Cancer_vs_Normal,True
RPS26,10.240015,0.26312473,1.3121583011185992e-24,5.617400040793281e-23,0.9807291666666667,Cancer,Cancer_vs_Normal,False
PRCP,10.236979,1.2917832,1.3539954033990788e-24,5.770454567519894e-23,0.28802083333333334,Cancer,Cancer_vs_Normal,True
DDIT4,10.158133,0.87810475,3.0486067319649035e-24,1.2819695492619599e-22,0.43463541666666666,Cancer,Cancer_vs_Normal,True
CD99,10.066553,0.51101685,7.765210506413841e-24,3.1905373330944274e-22,0.69453125,Cancer,Cancer_vs_Normal,True
ISG20,10.041002,1.0721288,1.006462192640001e-23,4.0960419492312484e-22,0.3645833333333333,Cancer,Cancer_vs_Normal,True
NFKBIA,10.037018,0.52230775,1.0479444529705577e-23,4.255731595414695e-22,0.7744791666666667,Cancer,Cancer_vs_Normal,True
CLK1,10.023783,0.7398271,1.198268457735898e-23,4.855803696786604e-22,0.51953125,Cancer,Cancer_vs_Normal,True
HINT1,9.995606,0.31162962,1.593094897724455e-23,6.387535884850801e-22,0.8591145833333333,Cancer,Cancer_vs_Normal,False
IL2RA,9.977495,2.8756192,1.9123342883758273e-23,7.619205835934362e-22,0.16875,Cancer,Cancer_vs_Normal,True
LILRB4,9.726775,1.4587576,2.3182595615747395e-22,8.828472406679706e-21,0.3377604166666667,Cancer,Cancer_vs_Normal,True
OTOA,9.716006,2.319214,2.5769152724757263e-22,9.77423962850043e-21,0.20885416666666667,Cancer,Cancer_vs_Normal,True
RGS10,9.714425,0.5950186,2.6172249614677215e-22,9.907319639567932e-21,0.5666666666666667,Cancer,Cancer_vs_Normal,True
CLEC2D,9.709166,1.316854,2.755837091856995e-22,1.0411245108977671e-20,0.2669270833333333,Cancer,Cancer_vs_Normal,True
TTYH3,9.667377,1.8484205,4.1487159699915303e-22,1.5549485844049282e-20,0.22239583333333332,Cancer,Cancer_vs_Normal,True
NKG7,9.64198,0.8996565,5.315242230519391e-22,1.9765405667019656e-20,0.36875,Cancer,Cancer_vs_Normal,True
LSP1,9.634297,0.714315,5.728260594622298e-22,2.1218059018947633e-20,0.5515625,Cancer,Cancer_vs_Normal,True
PREX1,9.62047,1.3036646,6.553095857026395e-22,2.408516723420651e-20,0.2760416666666667,Cancer,Cancer_vs_Normal,True
CD27,9.608837,1.9740422,7.337284161216008e-22,2.6759921945665693e-20,0.20390625,Cancer,Cancer_vs_Normal,True
UCP2,9.60695,0.6697814,7.473013435126619e-22,2.720262951961158e-20,0.5536458333333333,Cancer,Cancer_vs_Normal,True
REL,9.556413,0.7120388,1.2190922925121695e-21,4.387112965368747e-20,0.5919270833333333,Cancer,Cancer_vs_Normal,True
YPEL5,9.531106,0.7259308,1.5561649251662123e-21,5.528942560229757e-20,0.5971354166666667,Cancer,Cancer_vs_Normal,True
ABRACL,9.479956,0.69909817,2.5439016516809482e-21,8.868583607376688e-20,0.5221354166666666,Cancer,Cancer_vs_Normal,True
RPS8,9.404816,0.19882655,5.212131885406801e-21,1.7907261088177535e-19,0.9919270833333333,Cancer,Cancer_vs_Normal,False
CCL3,9.35584,0.9328028,8.293844102010355e-21,2.8188665482907954e-19,0.42682291666666666,Cancer,Cancer_vs_Normal,True
RUNX3,9.334225,1.1801894,1.0173314126373566e-20,3.433040968090297e-19,0.30755208333333334,Cancer,Cancer_vs_Normal,True
HSPA8,9.315842,0.27565217,1.209891877053769e-20,4.075594928654481e-19,0.8177083333333334,Cancer,Cancer_vs_Normal,False
ARHGDIB,9.283074,0.40072563,1.6465691257422484e-20,5.4274166378193765e-19,0.90078125,Cancer,Cancer_vs_Normal,False
CD8B,9.278672,2.0414572,1.7160338066771678e-20,5.640308690404244e-19,0.19270833333333334,Cancer,Cancer_vs_Normal,True
HS3ST2,9.235533,6.388776,2.5700279793381338e-20,8.317505226646366e-19,0.13854166666666667,Cancer,Cancer_vs_Normal,True
EIF1,9.213549,0.14441963,3.1551620652201843e-20,1.012481363230132e-18,0.99296875,Cancer,Cancer_vs_Normal,False
HERPUD1,9.189433,0.6127799,3.9491547346138265e-20,1.2587515889403566e-18,0.6158854166666666,Cancer,Cancer_vs_Normal,True
HAMP,9.155893,6.274162,5.3909950833487704e-20,1.7011684152364297e-18,0.13802083333333334,Cancer,Cancer_vs_Normal,True
CD14,9.1349745,1.4176414,6.542193060903073e-20,2.0406692664478087e-18,0.36223958333333334,Cancer,Cancer_vs_Normal,True
MGAT4A,9.13338,0.92086023,6.639347336020616e-20,2.0641839709447698e-18,0.3611979166666667,Cancer,Cancer_vs_Normal,True
F13A1,9.1049385,1.6658119,8.631539490456083e-20,2.670426532406193e-18,0.19296875,Cancer,Cancer_vs_Normal,True
CCL4L2,9.101226,1.0626281,8.931810249190613e-20,2.7588238009104226e-18,0.3065104166666667,Cancer,Cancer_vs_Normal,True
PSME1,9.080119,0.34921446,1.0845593374430748e-19,3.3228865645570137e-18,0.81171875,Cancer,Cancer_vs_Normal,False
GAL3ST4,9.075989,3.402019,1.1265019820996506e-19,3.4458242081483666e-18,0.14791666666666667,Cancer,Cancer_vs_Normal,True
RARRES1,9.059605,2.2524061,1.3092380045314482e-19,3.98550541828875e-18,0.18177083333333333,Cancer,Cancer_vs_Normal,True
JUNB,9.021704,0.3731772,1.8518585267717904e-19,5.565847378799842e-18,0.9091145833333333,Cancer,Cancer_vs_Normal,False
CAPZB,9.019294,0.41620916,1.8930544484508193e-19,5.6716868269936474e-18,0.6861979166666666,Cancer,Cancer_vs_Normal,False
ITM2A,9.007612,1.354324,2.1059138265018223e-19,6.299472510979032e-18,0.24270833333333333,Cancer,Cancer_vs_Normal,True
STAT1,8.979136,1.0414767,2.729010106775909e-19,8.124909996076157e-18,0.39427083333333335,Cancer,Cancer_vs_Normal,True
TAP1,8.971857,0.99430394,2.9155717222984204e-19,8.66674258830557e-18,0.3567708333333333,Cancer,Cancer_vs_Normal,True
STK4,8.959952,0.6925831,3.248188915189201e-19,9.625297308837999e-18,0.56640625,Cancer,Cancer_vs_Normal,True
RAB42,8.911652,2.664928,5.027797644081637e-19,1.4624567840492062e-17,0.18098958333333334,Cancer,Cancer_vs_Normal,True
RPL18,8.904672,0.16194545,5.354426030718717e-19,1.5503311400393963e-17,0.9830729166666666,Cancer,Cancer_vs_Normal,False
DNPH1,8.901503,1.0020154,5.509582374467558e-19,1.5927969229707262e-17,0.35911458333333335,Cancer,Cancer_vs_Normal,True
RPL27A,8.897678,0.14659703,5.702714717167046e-19,1.6386664335011066e-17,0.9932291666666667,Cancer,Cancer_vs_Normal,False
FCGR2B,8.880535,1.423585,6.653940882070404e-19,1.9004817594648378e-17,0.1984375,Cancer,Cancer_vs_Normal,True
RPS29,8.829706,0.20101917,1.0495139602345583e-18,2.966323734105573e-17,0.9955729166666667,Cancer,Cancer_vs_Normal,False
APOC1,8.821584,0.5162236,1.1285212565920106e-18,3.175431102561941e-17,0.7598958333333333,Cancer,Cancer_vs_Normal,True
KCNMA1,8.784268,1.6759343,1.5738616617447625e-18,4.3959184705433615e-17,0.2559895833333333,Cancer,Cancer_vs_Normal,True
GIMAP7,8.776731,0.9317195,1.6829500768973446e-18,4.6936982659350204e-17,0.26614583333333336,Cancer,Cancer_vs_Normal,True
NPM1,8.757109,0.21022289,2.003232140194392e-18,5.530028753826294e-17,0.88671875,Cancer,Cancer_vs_Normal,False
MYLIP,8.745406,1.1293893,2.2221568648253777e-18,6.125465834507746e-17,0.27708333333333335,Cancer,Cancer_vs_Normal,True
TMIGD3,8.6836195,4.225241,3.833710808113923e-18,1.0357026421065604e-16,0.1359375,Cancer,Cancer_vs_Normal,True
CD300A,8.68008,1.0320224,3.9548886821742495e-18,1.065404316156742e-16,0.22760416666666666,Cancer,Cancer_vs_Normal,True
PRDM1,8.676389,1.1609228,4.085345069019031e-18,1.098986797644623e-16,0.22630208333333332,Cancer,Cancer_vs_Normal,True
TUBA4A,8.602259,1.1512892,7.816243898913714e-18,2.0703221444538908e-16,0.2791666666666667,Cancer,Cancer_vs_Normal,True
CDC42SE2,8.526039,0.8335678,1.5144444336468304e-17,3.94525256649892e-16,0.4015625,Cancer,Cancer_vs_Normal,True
RPS3A,8.524471,0.15392804,1.535090645961771e-17,3.993552002834703e-16,0.99375,Cancer,Cancer_vs_Normal,False
PMAIP1,8.518802,1.2284889,1.6121306261848173e-17,4.1824975821607467e-16,0.27708333333333335,Cancer,Cancer_vs_Normal,True
SDC3,8.464259,3.686958,2.5778600127312517e-17,6.615577150398943e-16,0.1375,Cancer,Cancer_vs_Normal,True
NR4A2,8.463591,0.5959639,2.5926914632140158e-17,6.639250360049827e-16,0.5744791666666667,Cancer,Cancer_vs_Normal,True
TNFRSF1B,8.463528,0.8500134,2.5940862202989303e-17,6.639250360049827e-16,0.3299479166666667,Cancer,Cancer_vs_Normal,True
IGLC2,8.44323,1.4785604,3.086883811742573e-17,7.879239769811292e-16,0.23307291666666666,Cancer,Cancer_vs_Normal,True
SMIM3,8.4176855,1.319325,3.8399382214470685e-17,9.722887632809566e-16,0.19765625,Cancer,Cancer_vs_Normal,True
CST7,8.364042,0.6681956,6.060520631451976e-17,1.5223546195428706e-15,0.3828125,Cancer,Cancer_vs_Normal,True
CXCR6,8.29949,2.750574,1.0455909890558199e-16,2.5786258917351917e-15,0.14739583333333334,Cancer,Cancer_vs_Normal,True
TCN2,8.294649,1.6336004,1.0890632597518656e-16,2.6753995752842137e-15,0.23255208333333333,Cancer,Cancer_vs_Normal,True
RPSA,8.289307,0.18612881,1.139109544423928e-16,2.7875112916128766e-15,0.9729166666666667,Cancer,Cancer_vs_Normal,False
PTPN7,8.273605,1.0446156,1.2996792478509863e-16,3.1641100045563482e-15,0.25026041666666665,Cancer,Cancer_vs_Normal,True
SRSF2,8.2351265,0.43092108,1.7936841766288748e-16,4.3444725938399245e-15,0.7231770833333333,Cancer,Cancer_vs_Normal,False
CTSB,8.212717,0.9257534,2.1623832901125877e-16,5.1976678196432474e-15,0.5958333333333333,Cancer,Cancer_vs_Normal,True
RPS3,8.198932,0.15835904,2.425321872301139e-16,5.814946815194829e-15,0.9927083333333333,Cancer,Cancer_vs_Normal,False
PMP22,8.159304,1.079279,3.369619363328274e-16,8.018172048371483e-15,0.28411458333333334,Cancer,Cancer_vs_Normal,True
ITM2C,8.156865,1.4609072,3.438309458309799e-16,8.171370786572097e-15,0.21328125,Cancer,Cancer_vs_Normal,True
IL7R,8.141443,0.87265164,3.905937373492457e-16,9.259512786035555e-15,0.34375,Cancer,Cancer_vs_Normal,True
APOBEC3G,8.136595,1.0783498,4.065498084346071e-16,9.625739222175186e-15,0.32526041666666666,Cancer,Cancer_vs_Normal,True
CNOT6L,8.121897,0.95892864,4.589520731006602e-16,1.078565807478813e-14,0.35911458333333335,Cancer,Cancer_vs_Normal,True
SIT1,8.107283,1.8898673,5.176422725690114e-16,1.211985888798926e-14,0.17213541666666668,Cancer,Cancer_vs_Normal,True
FPR3,8.087263,1.2102249,6.102029309935156e-16,1.419938476845647e-14,0.271875,Cancer,Cancer_vs_Normal,True
RPS18,8.081244,0.15067433,6.41089774719909e-16,1.4881600462133504e-14,0.99609375,Cancer,Cancer_vs_Normal,False
SPOCK2,8.048367,1.3348476,8.39065565824475e-16,1.928833752225596e-14,0.21536458333333333,Cancer,Cancer_vs_Normal,True
CD53,8.042076,0.39015105,8.832900115562346e-16,2.0280381439665845e-14,0.6817708333333333,Cancer,Cancer_vs_Normal,False
OLFML2B,8.015292,3.1893437,1.0987511379395154e-15,2.498539008515936e-14,0.13020833333333334,Cancer,Cancer_vs_Normal,True
NRP2,7.9992366,1.1654665,1.2519310417407812e-15,2.83327830627851e-14,0.25052083333333336,Cancer,Cancer_vs_Normal,True
CCL13,7.948435,2.566378,1.888825692113725e-15,4.214303441286682e-14,0.13645833333333332,Cancer,Cancer_vs_Normal,True
TNFAIP8,7.941295,0.86140174,2.0008126542292066e-15,4.458920327550752e-14,0.34765625,Cancer,Cancer_vs_Normal,True
UBC,7.754347,0.22933778,8.879930454121147e-15,1.9007661519459093e-13,0.92734375,Cancer,Cancer_vs_Normal,False
KLRB1,7.7219696,1.1465552,1.145455011275511e-14,2.435376041349783e-13,0.25286458333333334,Cancer,Cancer_vs_Normal,True
SSR4,7.71033,0.24196723,1.2549282368551431e-14,2.653256857520378e-13,0.77265625,Cancer,Cancer_vs_Normal,False
IL2RG,7.704541,0.75209,1.3131398906461437e-14,2.7732403147109257e-13,0.46822916666666664,Cancer,Cancer_vs_Normal,True
PLEKHO1,7.7009473,1.2100278,1.3506143853533484e-14,2.8492104358427424e-13,0.23125,Cancer,Cancer_vs_Normal,True
RPS17,7.7006965,0.12846528,1.3532678033707726e-14,2.8516359878807446e-13,0.9911458333333333,Cancer,Cancer_vs_Normal,False
JAK1,7.692219,0.5965549,1.4460491322757604e-14,3.037023454441838e-13,0.52578125,Cancer,Cancer_vs_Normal,True
ST8SIA4,7.689286,1.2734625,1.4795802049835864e-14,3.1005788494490294e-13,0.1875,Cancer,Cancer_vs_Normal,True
MZT2B,7.653977,0.566894,1.9485761490578985e-14,4.046257884979594e-13,0.5419270833333333,Cancer,Cancer_vs_Normal,True
GALM,7.6522145,1.1845126,1.9754759328735608e-14,4.0945247067701725e-13,0.21796875,Cancer,Cancer_vs_Normal,True
ADA,7.642337,1.6529083,2.1331422961982113e-14,4.392512882453754e-13,0.17213541666666668,Cancer,Cancer_vs_Normal,True
GZMK,7.546606,1.6301342,4.46747890450608e-14,9.022975231518403e-13,0.17473958333333334,Cancer,Cancer_vs_Normal,True
CCL3L3,7.5341372,1.104025,4.915745603818765e-14,9.896721377539584e-13,0.23958333333333334,Cancer,Cancer_vs_Normal,True
IFI16,7.5297976,0.5680848,5.081910666066062e-14,1.0198776273221467e-12,0.52421875,Cancer,Cancer_vs_Normal,True
